First name;Number;First name (< 18);Number of carriers (< 18);First name (18-64);Number of carriers (18-64);First name (65+);Number of carriers (65+)
"""Furkan""";45;"""Bastian""";11;"""Nazmi""";27;;
"""Gregorio""";45;"""Bedirhan""";11;"""Nurettin""";27;;
"""Abid""";44;"""Darwin""";11;"""Severin""";27;;
"""Reginald""";44;"""Iago""";11;"""Jack""";26;;
"""Houssein""";42;"""Redwan""";11;"""Emmanouil""";25;;
"""Rahim""";40;"""Florim""";10;"""Ivaylo""";24;;
"""Spyridon""";40;"""Halit""";10;"""Lucio""";24;;
"""Aristide""";39;"""Jens""";10;"""Paulin""";24;;
"""Péter""";37;"""Tolunay""";10;"""Virgil""";23;;
"""Alexey""";36;"""Zeyd""";10;"""Elliot""";22;;
"""Bob""";36;"""Abdelhafid""";9;"""Haydar""";22;;
"""Roy""";36;"""Artus""";9;"""Saâd""";22;;
"""Abdelwahab""";33;"""Mokhtar""";9;"""Souhail""";21;;
"""Saleh""";33;"""Vito""";9;"""Dmitry""";20;;
"""Aurelio""";32;"""Adrián""";8;"""Holger""";20;;
"""Hilmi""";32;"""Azdine""";8;"""Sohail""";20;;
"""Abdulkadir""";31;"""Fadil""";8;"""Clovis""";19;;
"""Livio""";31;"""Kristof""";8;"""Plamen""";19;;
"""Dino""";30;"""Otis""";8;"""Dmytro""";18;;
"""Battal""";29;"""Abdesalam""";7;"""Rodolfo""";18;;
"""Duncan""";25;"""Adham""";6;"""Zygmunt""";16;;
"""Friedrich""";25;"""Alaa""";6;"""Abu""";15;;
"""Riadh""";25;"""Bah""";6;"""Ferit""";15;;
"""Sandor""";25;"""Bahadir""";6;"""Fidèle""";15;;
"""Camilo""";24;"""Duy""";6;"""Marinel""";15;;
"""Hiroyuki""";24;"""Fidan""";6;"""Ridwan""";15;;
"""Donat""";23;"""Keny""";6;"""Fiston""";14;;
"""Nicolo""";23;"""Marc-Antoine""";6;"""Kastriot""";14;;
"""Abilio""";22;"""Nicolás""";6;"""Nourreddine""";14;;
"""Arnould""";22;"""Nolann""";6;"""Pierre-Louis""";14;;
"""Atanas""";21;"""Yacoub""";6;"""Florinel""";13;;
"""Haitam""";21;"""Abdeladim""";5;"""Hulusi""";13;;
"""Alpaslan""";20;"""Aurelien""";5;"""Rene""";13;;
"""Cong""";20;"""Beny""";5;"""Tien""";13;;
"""Tevfik""";20;"""Fariss""";5;"""Dursun""";12;;
"""Meziane""";19;"""Jouneyd""";5;"""Morade""";12;;
"""Abdelah""";18;"""Mahsun""";5;"""Vahit""";12;;
"""Gerd""";18;"""Monir""";5;"""Anatoli""";11;;
"""Howard""";18;"""Mylo""";5;"""Arton""";11;;
"""Nicolai""";18;"""Pierre-Yves""";5;"""Elton""";11;;
"""Yuriy""";18;"""Selmen""";5;"""Isam""";11;;
"""Atif""";17;"""Stavros""";5;"""Lee""";11;;
"""Azdine""";17;"""Suleman""";5;"""Lilian""";11;;
"""Kouassi""";17;"""Zine-Eddine""";5;"""Rasmus""";11;;
"""Metehan""";17;;;"""Salif""";11;;
"""Teodoro""";17;;;"""Abdel-Illah""";10;;
"""Erdinch""";16;;;"""Chaker""";10;;
"""Mbarek""";16;;;"""Gia""";10;;
"""Radouan""";16;;;"""Heinrich""";10;;
"""Abdelouafi""";15;;;"""Ludovico""";10;;
"""Abdourahmane""";15;;;"""Magid""";10;;
"""Aleks""";15;;;"""Manu""";10;;
"""Charles-Emmanuel""";15;;;"""Oswaldo""";10;;
"""Jude""";15;;;"""Xhavit""";10;;
"""Adamou""";14;;;"""Duarte""";9;;
"""Aitor""";14;;;"""Elia""";9;;
"""Allen""";14;;;"""Fathallah""";9;;
"""Billel""";14;;;"""Hao""";9;;
"""Kassim""";14;;;"""Maimoun""";9;;
"""Lourenço""";14;;;"""Mian""";9;;
"""Masoud""";14;;;"""Moloud""";9;;
"""Mory""";14;;;"""Nasr-Eddine""";9;;
"""Nourreddine""";14;;;"""Ottman""";9;;
"""Petro""";14;;;"""Ozkan""";9;;
"""Alaeddine""";13;;;"""Sardar""";9;;
"""Jay""";13;;;"""Alae""";8;;
"""Mattis""";13;;;"""Avdi""";8;;
"""Robinson""";13;;;"""Dieu""";8;;
"""Sergei""";13;;;"""Efstathios""";8;;
"""Talip""";13;;;"""Evert""";8;;
"""Turhan""";13;;;"""Florea""";8;;
"""Dang""";12;;;"""Lhoussaine""";8;;
"""Enguerrand""";12;;;"""Masayuki""";8;;
"""Fuad""";12;;;"""Mohammadine""";8;;
"""Jeannot""";12;;;"""Raja""";8;;
"""Loutfi""";12;;;"""Salahdine""";8;;
"""Mazen""";12;;;"""Sergej""";8;;
"""Alija""";11;;;"""Antonis""";7;;
"""Bence""";11;;;"""Belarmino""";7;;
"""Cipriano""";11;;;"""Blazej""";7;;
"""Güven""";11;;;"""Eugénio""";7;;
"""Ondrej""";11;;;"""Joào""";7;;
"""Raffi""";11;;;"""Justino""";7;;
"""Rigobert""";11;;;"""Karapet""";7;;
"""Venkata""";11;;;"""Matheus""";7;;
"""Veselin""";11;;;"""M'bark""";7;;
"""Ayi""";10;;;"""Quan""";7;;
"""Fanica""";10;;;"""Taras""";7;;
"""Filippos""";10;;;"""Timothé""";7;;
"""Grigori""";10;;;"""Truong""";7;;
"""Raja""";10;;;"""Bangaly""";6;;
"""Remo""";10;;;"""Behrouz""";6;;
"""Shukri""";10;;;"""Camiel""";6;;
"""Vishal""";10;;;"""Donal""";6;;
"""Yawo""";10;;;"""Elmehdi""";6;;
"""Yuichi""";10;;;"""Endre""";6;;
"""Zulfiqar""";10;;;"""Eros""";6;;
"""Allassane""";9;;;"""Finn""";6;;
"""Ansoumane""";9;;;"""Gauvain""";6;;
"""Daiki""";9;;;"""Indrit""";6;;
"""Hadelin""";9;;;"""Lal""";6;;
"""Hayden""";9;;;"""Lasha""";6;;
"""Hmidou""";9;;;"""Leander""";6;;
"""Juha""";9;;;"""Massoud""";6;;
"""Lac""";9;;;"""Mevludin""";6;;
"""Manoj""";9;;;"""Mitat""";6;;
"""Marton""";9;;;"""Moctar""";6;;
"""Min""";9;;;"""Mussa""";6;;
"""Siaka""";9;;;"""Remo""";6;;
"""Solayman""";9;;;"""Resit""";6;;
"""Abdelnour""";8;;;"""Till""";6;;
"""Crispin""";8;;;"""Adriatik""";5;;
"""Dahmane""";8;;;"""Agop""";5;;
"""Desire""";8;;;"""Akhtar""";5;;
"""Estéban""";8;;;"""Andreï""";5;;
"""Eytan""";8;;;"""Angelino""";5;;
"""Faïçal""";8;;;"""Aref""";5;;
"""Gegham""";8;;;"""Aydogan""";5;;
"""Gérôme""";8;;;"""Ayyoub""";5;;
"""Ilyess""";8;;;"""Caspar""";5;;
"""Laarbi""";8;;;"""Edisson""";5;;
"""Loucas""";8;;;"""Eraldo""";5;;
"""Moris""";8;;;"""Ghalid""";5;;
"""Mounsef""";8;;;"""Girish""";5;;
"""Nikolaas""";8;;;"""Harrison""";5;;
"""Nor-Eddine""";8;;;"""Hasni""";5;;
"""Nuhi""";8;;;"""Hazir""";5;;
"""Raid""";8;;;"""Husam""";5;;
"""Sahbi""";8;;;"""Issifou""";5;;
"""Vic""";8;;;"""Kossivi""";5;;
"""Wai""";8;;;"""Lahssen""";5;;
"""Yuta""";8;;;"""Leven""";5;;
"""Abou-Bakr""";7;;;"""Masanori""";5;;
"""Andrii""";7;;;"""Minoru""";5;;
"""Asghar""";7;;;"""Naël""";5;;
"""Atik""";7;;;"""Narciso""";5;;
"""Behrouz""";7;;;"""Nezir""";5;;
"""Déogratias""";7;;;"""Prodromos""";5;;
"""Dominicus""";7;;;"""Quinten""";5;;
"""Eyal""";7;;;"""Rex""";5;;
"""Hazem""";7;;;"""Sergi""";5;;
"""Jia""";7;;;"""Sulejman""";5;;
"""Joren""";7;;;"""Talha""";5;;
"""Justino""";7;;;"""Tayyab""";5;;
"""Keita""";7;;;"""Toan""";5;;
"""Maanan""";7;;;"""Wail""";5;;
"""Mani""";7;;;"""Xabier""";5;;
"""Muslim""";7;;;;;;
"""Nissim""";7;;;;;;
"""Percy""";7;;;;;;
"""Ryosuke""";7;;;;;;
"""Sahil""";7;;;;;;
"""Toshihiro""";7;;;;;;
"""Valeriano""";7;;;;;;
"""Vítor""";7;;;;;;
"""Alek""";6;;;;;;
"""Bardhyl""";6;;;;;;
"""Cecilio""";6;;;;;;
"""Chady""";6;;;;;;
"""Claes""";6;;;;;;
"""Erard""";6;;;;;;
"""Evans""";6;;;;;;
"""Gerasimos""";6;;;;;;
"""Ilkka""";6;;;;;;
"""Jona""";6;;;;;;
"""Lamarana""";6;;;;;;
"""Makhlouf""";6;;;;;;
"""Massinissa""";6;;;;;;
"""Meki""";6;;;;;;
"""Meriton""";6;;;;;;
"""Mischa""";6;;;;;;
"""Nafi""";6;;;;;;
"""Ognyan""";6;;;;;;
"""Paulius""";6;;;;;;
"""Phuong""";6;;;;;;
"""Pino""";6;;;;;;
"""Pravin""";6;;;;;;
"""Raimund""";6;;;;;;
"""Riyan""";6;;;;;;
"""Rocky""";6;;;;;;
"""Sergueï""";6;;;;;;
"""Yaron""";6;;;;;;
"""Zouhaier""";6;;;;;;
"""Abdelgani""";5;;;;;;
"""Albi""";5;;;;;;
"""An""";5;;;;;;
"""Cas""";5;;;;;;
"""Christoforos""";5;;;;;;
"""Djordje""";5;;;;;;
"""Ezechiel""";5;;;;;;
"""Farshid""";5;;;;;;
"""Foudil""";5;;;;;;
"""Gurmail""";5;;;;;;
"""Hüsamettin""";5;;;;;;
"""Jérémiah""";5;;;;;;
"""Kassoum""";5;;;;;;
"""Loïck""";22;"""Sébastian""";6;"""Zafar""";14;;
"""Yannik""";22;"""Tobia""";6;"""Deepak""";13;;
"""Amarouch""";21;"""Wissem""";6;"""Fahim""";13;;
"""Belal""";21;"""Ylias""";6;"""Gazmend""";13;;
"""Cheick""";21;"""Yüksel""";6;"""Giorgi""";13;;
"""Jesper""";21;"""Abu""";5;"""Joe""";13;;
"""Sydney""";21;"""Andri""";5;"""My""";13;;
"""Ara""";20;"""Ayham""";5;"""Saddik""";13;;
"""Quinten""";20;"""Enea""";5;"""Cemalettin""";12;;
"""Christ""";19;"""Haythem""";5;"""Hoummad""";12;;
"""Claus""";19;"""Herman""";5;"""Jabir""";12;;
"""Elia""";19;"""Hudayfa""";5;"""Jukka""";12;;
"""Ridwan""";19;"""Kota""";5;"""Redzheb""";12;;
"""Sakir""";19;"""Ladislas""";5;"""Robertus""";12;;
"""Tyler""";18;"""Ronaldo""";5;"""Gültekin""";11;;
"""Washington""";18;"""Safa""";5;"""Hippolyte""";11;;
"""Yaser""";18;"""Saul""";5;"""Ilyasse""";11;;
"""Fahim""";17;"""Tymoteusz""";5;"""Muzafer""";11;;
"""Malick""";17;"""Zyed""";5;"""Rogério""";11;;
"""Muharem""";17;;;"""Sevdalin""";11;;
"""Seref""";17;;;"""Yuji""";11;;
"""Yordan""";17;;;"""Altin""";10;;
"""Ata""";16;;;"""Bakary""";10;;
"""Faiz""";16;;;"""Costantino""";10;;
"""Ladislas""";16;;;"""Fidel""";10;;
"""Majd""";16;;;"""Gäetan""";10;;
"""Yuliyan""";16;;;"""Long""";10;;
"""Deepak""";15;;;"""Radovan""";10;;
"""Gavin""";15;;;"""Safouan""";10;;
"""Gazmend""";15;;;"""Salvator""";10;;
"""Georgy""";15;;;"""Saqib""";10;;
"""Illias""";15;;;"""Szczepan""";10;;
"""Maimoun""";15;;;"""Agostino""";9;;
"""Mazhar""";15;;;"""Ajmal""";9;;
"""Mousa""";15;;;"""Anicet""";9;;
"""Skander""";15;;;"""Boubkar""";9;;
"""Tidiane""";15;;;"""Chouaib""";9;;
"""Abdulah""";14;;;"""Don""";9;;
"""Adrianus""";14;;;"""Edem""";9;;
"""Bakary""";14;;;"""Gürsel""";9;;
"""Dritan""";14;;;"""Jean-Daniel""";9;;
"""Silas""";14;;;"""Remigiusz""";9;;
"""Zakari""";14;;;"""Ronnie""";9;;
"""Domingo""";13;;;"""Turabi""";9;;
"""Fady""";13;;;"""Wayne""";9;;
"""Makoto""";13;;;"""Arunas""";8;;
"""Reyhan""";13;;;"""Dede""";8;;
"""Yannic""";13;;;"""Georgy""";8;;
"""Anicet""";12;;;"""Iliasse""";8;;
"""Aslam""";12;;;"""Jamie""";8;;
"""Assane""";12;;;"""Jean-Guillaume""";8;;
"""Bassirou""";12;;;"""Karime""";8;;
"""Candido""";12;;;"""Kobe""";8;;
"""Necmettin""";12;;;"""Tatsuya""";8;;
"""Paco""";12;;;"""Trevor""";8;;
"""Salvator""";12;;;"""Yossef""";8;;
"""Wout""";12;;;"""Abul""";7;;
"""Abdelmejid""";11;;;"""Aleks""";7;;
"""Amédée""";11;;;"""Arafa""";7;;
"""Anatoliy""";11;;;"""Asaad""";7;;
"""Anselmo""";11;;;"""Asan""";7;;
"""Assaad""";11;;;"""Babacar""";7;;
"""Bilgin""";11;;;"""Benoït""";7;;
"""Clive""";11;;;"""Boleslaw""";7;;
"""Davis""";11;;;"""Celil""";7;;
"""Jean-Daniel""";11;;;"""Gad""";7;;
"""Jusuf""";11;;;"""Giordano""";7;;
"""Satoshi""";11;;;"""Lajos""";7;;
"""Serban""";11;;;"""Loïck""";7;;
"""Tunay""";11;;;"""Masood""";7;;
"""Adan""";10;;;"""Ning""";7;;
"""Aimable""";10;;;"""Nor-Eddine""";7;;
"""Artus""";10;;;"""Pierre-Alexis""";7;;
"""Ayoube""";10;;;"""Rabi""";7;;
"""Dalibor""";10;;;"""Shkelqim""";7;;
"""Moncif""";10;;;"""Amid""";6;;
"""Pierino""";10;;;"""Ayan""";6;;
"""Sonny""";10;;;"""Chabane""";6;;
"""Suresh""";10;;;"""Clyde""";6;;
"""Till""";10;;;"""Danila""";6;;
"""Wasim""";10;;;"""Dung""";6;;
"""Anani""";9;;;"""Franscisco""";6;;
"""Anestis""";9;;;"""Galo""";6;;
"""Brendon""";9;;;"""Hitoshi""";6;;
"""Cillian""";9;;;"""Ilia""";6;;
"""Detlef""";9;;;"""Inti""";6;;
"""Dong""";9;;;"""Israël""";6;;
"""Geoffray""";9;;;"""Kirkor""";6;;
"""Houdeyfa""";9;;;"""Lenny""";6;;
"""Mathijs""";9;;;"""Moufid""";6;;
"""Mehrdad""";9;;;"""Moukhtar""";6;;
"""Nedzat""";9;;;"""Nicanor""";6;;
"""Noyan""";9;;;"""Noredine""";6;;
"""Rustam""";9;;;"""Pio""";6;;
"""Rüstem""";9;;;"""Puiu""";6;;
"""Suleiman""";9;;;"""Romel""";6;;
"""Sylvester""";9;;;"""Rutger""";6;;
"""Anatoly""";8;;;"""Xiao""";6;;
"""Assen""";8;;;"""Zihni""";6;;
"""Aureliano""";8;;;"""Aart""";5;;
"""Bavo""";8;;;"""Abdelmaoula""";5;;
"""Davoud""";8;;;"""Aimen""";5;;
"""Gaultier""";8;;;"""Avdyl""";5;;
"""Giulian""";8;;;"""Baudoin""";5;;
"""Haïtam""";8;;;"""Boujemâa""";5;;
"""Josselin""";8;;;"""Cormac""";5;;
"""Luqman""";8;;;"""Esref""";5;;
"""Moreno""";8;;;"""Gervais""";5;;
"""Nicolás""";8;;;"""Hamouda""";5;;
"""Onisim""";8;;;"""Hidayet""";5;;
"""Shahriar""";8;;;"""Jéremie""";5;;
"""Vahid""";8;;;"""Koami""";5;;
"""Vitaly""";8;;;"""Kouakou""";5;;
"""Abdourahman""";7;;;"""Márcio""";5;;
"""Biser""";7;;;"""Nuran""";5;;
"""Cosmo""";7;;;"""Philemon""";5;;
"""Hamady""";7;;;"""Sasho""";5;;
"""Hernani""";7;;;"""Shakir""";5;;
"""Jorgen""";7;;;"""Tangui""";5;;
"""Jounaïd""";7;;;"""Tanju""";5;;
"""Karapet""";7;;;"""Theodor""";5;;
"""Khlifa""";7;;;"""Toshiaki""";5;;
"""Laouari""";7;;;"""Valentyn""";5;;
"""Malki""";7;;;"""Wisam""";5;;
"""Paris""";7;;;;;;
"""Pinar""";7;;;;;;
"""Rodolf""";7;;;;;;
"""Tewfik""";7;;;;;;
"""Thao""";7;;;;;;
"""Vahe""";7;;;;;;
"""Vinay""";7;;;;;;
"""Ashok""";6;;;;;;
"""Avdyl""";6;;;;;;
"""Bogumil""";6;;;;;;
"""Delfim""";6;;;;;;
"""Drago""";6;;;;;;
"""Fawaz""";6;;;;;;
"""Flori""";6;;;;;;
"""Hachmi""";6;;;;;;
"""Hajriz""";6;;;;;;
"""Houssem""";6;;;;;;
"""Ilirian""";6;;;;;;
"""Jaoid""";6;;;;;;
"""Justo""";6;;;;;;
"""Kalil""";6;;;;;;
"""Keyvan""";6;;;;;;
"""Khai""";6;;;;;;
"""Kostadin""";6;;;;;;
"""Küçük""";6;;;;;;
"""Mohannad""";6;;;;;;
"""Mourade""";6;;;;;;
"""Natanaël""";6;;;;;;
"""Nikos""";6;;;;;;
"""Orkun""";6;;;;;;
"""Petko""";6;;;;;;
"""Pie""";6;;;;;;
"""Qassim""";6;;;;;;
"""Renier""";6;;;;;;
"""Roshan""";6;;;;;;
"""Sandel""";6;;;;;;
"""Seyfullah""";6;;;;;;
"""Sonam""";6;;;;;;
"""Trystan""";6;;;;;;
"""Yacob""";6;;;;;;
"""Zamir""";6;;;;;;
"""Zübeyir""";6;;;;;;
"""Abdelwadoud""";5;;;;;;
"""Alesandro""";5;;;;;;
"""Atman""";5;;;;;;
"""Augustijn""";5;;;;;;
"""Aydzhan""";5;;;;;;
"""Bodo""";5;;;;;;
"""Carles""";5;;;;;;
"""Clint""";5;;;;;;
"""Djani""";5;;;;;;
"""Edik""";5;;;;;;
"""Edilson""";5;;;;;;
"""Emilius""";5;;;;;;
"""Exauce""";5;;;;;;
"""Ezzeddine""";5;;;;;;
"""Fergal""";5;;;;;;
"""Gulam""";5;;;;;;
"""Houssame""";5;;;;;;
"""Jannick""";5;;;;;;
"""Jared""";5;;;;;;
"""Khamzat""";5;;;;;;
"""Leven""";5;;;;;;
"""Michalis""";5;;;;;;
"""Georges""";1801;"""Walid""";457;"""Bernard""";1415;"""Léon""";328
"""Sébastien""";1797;"""Kevin""";456;"""Bruno""";1401;"""Jean-Pierre""";318
"""Hamza""";1400;"""Oussama""";312;"""Mathieu""";819;"""Gaston""";157
"""Benjamin""";1328;"""Adil""";297;"""Michael""";803;"""Léopold""";148
"""Martin""";1228;"""Imad""";268;"""Jean-Pierre""";744;"""Camille""";114
"""Abdelkader""";1080;"""Sébastien""";240;"""Yassine""";691;"""Félix""";94
"""Gilles""";842;"""Alessandro""";178;"""John""";533;"""Alfons""";68
"""Hugo""";763;"""Karim""";160;"""Abdeslam""";504;"""Adrien""";60
"""Francisco""";703;"""Mehmet""";146;"""Jean-Claude""";444;"""Joannes""";54
"""Damien""";698;"""Naïm""";146;"""Gaëtan""";441;"""Luis""";54
"""Luca""";627;"""Jordan""";138;"""Albert""";420;"""Constant""";48
"""Léon""";531;"""Joseph""";124;"""Joël""";352;"""Mostafa""";37
"""Abderrahman""";348;"""Michal""";87;"""Vincenzo""";215;"""Léo""";21
"""Rafael""";342;"""Pedro""";87;"""Redouane""";214;"""Salomon""";21
"""Edmond""";286;"""Ulysse""";72;"""Corentin""";178;"""Johann""";16
"""Halil""";277;"""Abdoulaye""";69;"""Emile""";174;"""Abderrazak""";15
"""Amin""";268;"""Krystian""";67;"""Salah""";171;"""Egide""";15
"""Mostapha""";243;"""Frédéric""";60;"""Julian""";148;"""Marius""";13
"""Abdoulaye""";231;"""Fatih""";57;"""Elias""";142;"""Apostolos""";12
"""Anis""";197;"""George""";50;"""Baudouin""";118;"""Vassilios""";11
"""Jean-Christophe""";189;"""Kenzo""";48;"""Mike""";113;"""Joâo""";10
"""Nicola""";188;"""Rida""";48;"""Hakan""";112;"""Kenneth""";10
"""Akram""";173;"""Edward""";42;"""Adem""";104;"""Lahsen""";9
"""Auguste""";163;"""Rami""";40;"""Bastien""";97;"""César""";8
"""Viorel""";163;"""Santiago""";40;"""Joris""";97;"""Damien""";8
"""Allal""";146;"""Sebastien""";36;"""Liviu""";88;"""Arnould""";7
"""Kamel""";143;"""Léonard""";35;"""Dorian""";84;"""Federico""";7
"""Dario""";136;"""Dilhan""";33;"""Dylan""";79;"""Mamadou""";7
"""Théophile""";123;"""Mickaël""";31;"""Willem""";74;"""Arsène""";6
"""Franz""";121;"""Baran""";30;"""Souleymane""";72;"""Cemal""";6
"""Stanislas""";115;"""Pawel""";29;"""Erdal""";66;"""Ilias""";6
"""Ramon""";106;"""Georgios""";26;"""Eugène""";61;"""Abdelkarim""";5
"""Faouzi""";105;"""Koray""";26;"""Imran""";61;"""Abdil""";5
"""Ovidiu""";99;"""Moïse""";25;"""Lieven""";58;"""Corneel""";5
"""Krystian""";93;"""Eddy""";23;"""Basile""";54;"""Jonas""";5
"""Gianni""";86;"""Ouassim""";22;"""Dieudonné""";52;"""Tijani""";5
"""Killian""";79;"""Giulio""";20;"""Charly""";49;;
"""Ralph""";73;"""Amar""";18;"""Dennis""";45;;
"""Evan""";72;"""Didier""";18;"""Iosif""";45;;
"""Efe""";59;"""Shawn""";15;"""Lahsen""";36;;
"""Houcine""";59;"""Stephan""";15;"""Petar""";36;;
"""Ronny""";58;"""Ayan""";14;"""Mamoudou""";35;;
"""Fahd""";55;"""Preston""";14;"""Abdesslam""";33;;
"""Zaïd""";55;"""Theodore""";14;"""Mikael""";33;;
"""Vedat""";54;"""Armando""";13;"""Aram""";32;;
"""Giancarlo""";53;"""Duc""";13;"""Idriss""";32;;
"""Massimiliano""";53;"""Ewan""";13;"""Mickael""";32;;
"""Umut""";53;"""Glenn""";13;"""Taha""";32;;
"""Jihad""";52;"""Jordi""";13;"""Corneliu""";31;;
"""Mattia""";52;"""Kubilay""";13;"""Ignace""";31;;
"""Jordy""";51;"""Pierre-Louis""";13;"""Skender""";31;;
"""Baris""";47;"""Melvyn""";12;"""Samer""";29;;
"""Radouane""";47;"""Roger""";12;"""Frederico""";28;;
"""Fares""";45;"""Azedine""";11;"""Jordi""";27;;
"""Akim""";44;"""Dominic""";11;"""Stelian""";27;;
"""Anil""";44;"""Emrah""";11;"""Théodore""";27;;
"""Santo""";41;"""Beni""";10;"""Adriaan""";24;;
"""Sohaïb""";39;"""Loup""";10;"""Asif""";23;;
"""Erdogan""";38;"""Niccolò""";10;"""Houari""";23;;
"""Zacharie""";37;"""Yaniss""";10;"""Charles-Antoine""";22;;
"""Haris""";35;"""Edin""";9;"""Chi""";21;;
"""Ward""";33;"""Yuto""";9;"""Hadi""";20;;
"""Yan""";33;"""Aboubakar""";8;"""Henk""";20;;
"""Jun""";32;"""Bilâl""";8;"""Soulaimane""";20;;
"""Ludo""";31;"""Kyan""";8;"""Rik""";19;;
"""Safouan""";31;"""Mateus""";8;"""Adelino""";18;;
"""Hichame""";30;"""Régis""";8;"""Eugene""";18;;
"""Mouhamed""";29;"""Ayoube""";7;"""Akin""";17;;
"""Chokri""";28;"""Dimitar""";7;"""Fotios""";17;;
"""Remus""";28;"""Horia""";7;"""Nadim""";17;;
"""Medhi""";27;"""Mouctar""";7;"""Belal""";16;;
"""Safet""";27;"""Nayel""";7;"""Dervis""";16;;
"""Sascha""";27;"""Necati""";7;"""Elhadj""";16;;
"""Armel""";26;"""Redon""";7;"""Ishak""";16;;
"""Rayhan""";26;"""Suat""";7;"""Pierre-Jean""";16;;
"""Stuart""";26;"""Tibor""";7;"""Réda""";16;;
"""Zaki""";26;"""Vasileios""";7;"""Talal""";16;;
"""Yoni""";25;"""Cafer""";6;"""Hannes""";15;;
"""Faik""";24;"""Fabritio""";6;"""Nazim""";15;;
"""Adolf""";23;"""Jamel""";6;"""Arian""";14;;
"""Archibald""";23;"""Jehan""";6;"""Benedikt""";14;;
"""Azad""";23;"""Joâo""";6;"""Carol""";14;;
"""Arsim""";22;"""Noury""";6;"""Pierrot""";14;;
"""Hilaire""";22;"""Sahil""";6;"""Theo""";14;;
"""Ba""";21;"""Yakoub""";6;"""Gavin""";13;;
"""Teoman""";21;"""Ares""";5;"""Nidal""";13;;
"""Arton""";20;"""Badredine""";5;"""Seydou""";13;;
"""Endrit""";20;"""Burim""";5;"""Virgilio""";13;;
"""Géraud""";20;"""Cezar""";5;"""Zaki""";13;;
"""Trong""";20;"""Faton""";5;"""Edson""";12;;
"""Andriy""";19;"""Géraud""";5;"""Guilhem""";12;;
"""Erion""";19;"""Icham""";5;"""Kari""";12;;
"""Gábor""";19;"""Ilia""";5;"""Kiril""";12;;
"""Sylvestre""";19;"""Lévi""";5;"""Shahin""";12;;
"""Theodoor""";19;"""Loran""";5;"""Soufyane""";12;;
"""Anibal""";18;"""Mariano""";5;"""Yacin""";12;;
"""Hosni""";18;"""Muneeb""";5;"""Aron""";11;;
"""Joey""";18;"""Niyazi""";5;"""Bastian""";11;;
"""Vahit""";18;"""Rron""";5;"""Hacène""";11;;
"""Pier""";17;;;"""Tidiane""";11;;
"""Azzouz""";16;;;"""Bassel""";10;;
"""Diamantino""";16;;;"""Boubakar""";10;;
"""Bao""";15;;;"""Murphy""";10;;
"""Isak""";15;;;"""Tefik""";10;;
"""Semir""";15;;;"""Bengt""";9;;
"""Zafar""";15;;;"""Cumali""";9;;
"""Daniil""";14;;;"""Imer""";9;;
"""Hai""";14;;;"""Lac""";9;;
"""Kobe""";14;;;"""Malte""";9;;
"""Nikodem""";14;;;"""Olcay""";9;;
"""Redzheb""";14;;;"""Perparim""";9;;
"""Rogier""";14;;;"""Pierluigi""";9;;
"""Ronaldo""";14;;;"""Pitshou""";9;;
"""Athanase""";13;;;"""Sorinel""";9;;
"""Mahjoub""";13;;;"""Artin""";8;;
"""Oswald""";13;;;"""Bousselham""";8;;
"""Timon""";13;;;"""Fitim""";8;;
"""Wahib""";13;;;"""Garip""";8;;
"""Abass""";12;;;"""Grigori""";8;;
"""Ahmidou""";12;;;"""Herminio""";8;;
"""Az-Eddine""";12;;;"""Jing""";8;;
"""Bassel""";12;;;"""Kahraman""";8;;
"""Linus""";12;;;"""Saffet""";8;;
"""Neal""";12;;;"""Taïb""";8;;
"""Nono""";12;;;"""Timour""";8;;
"""Veton""";12;;;"""Abdurrahim""";7;;
"""Abdelmadjid""";11;;;"""Aldin""";7;;
"""Alae-Eddine""";11;;;"""Anselme""";7;;
"""Artak""";11;;;"""Assen""";7;;
"""Dilaver""";11;;;"""Cenk""";7;;
"""Edip""";11;;;"""Chedli""";7;;
"""Valerian""";11;;;"""Matei""";7;;
"""Zia""";11;;;"""Moses""";7;;
"""Zonder""";11;;;"""Mücahit""";7;;
"""Atef""";10;;;"""Pinar""";7;;
"""Babar""";10;;;"""Ramesh""";7;;
"""Brent""";10;;;"""Santosh""";7;;
"""Cavit""";10;;;"""Seppo""";7;;
"""Chems""";10;;;"""Sevki""";7;;
"""Giovani""";10;;;"""Toshihiro""";7;;
"""Kouamé""";10;;;"""Afif""";6;;
"""Pavlo""";10;;;"""Atdhe""";6;;
"""Roderick""";10;;;"""Bernardus""";6;;
"""Rubens""";10;;;"""Bobby""";6;;
"""Takeshi""";10;;;"""Cristi""";6;;
"""Ajmal""";9;;;"""Fakhreddine""";6;;
"""Alihan""";9;;;"""Fermin""";6;;
"""Anisse""";9;;;"""Garik""";6;;
"""Artyom""";9;;;"""Gëzim""";6;;
"""Assad""";9;;;"""Gianpiero""";6;;
"""Chahin""";9;;;"""Houcein""";6;;
"""Dzemail""";9;;;"""Jaak""";6;;
"""Eyad""";9;;;"""Jillali""";6;;
"""Hiroaki""";9;;;"""Le""";6;;
"""Le""";9;;;"""Mikhaël""";6;;
"""Mohssen""";9;;;"""Napoleon""";6;;
"""Mouncef""";9;;;"""Nebi""";6;;
"""Nolhan""";9;;;"""Niklas""";6;;
"""Nuredin""";9;;;"""Nouriddin""";6;;
